"DOI","year","title","citCounts"
"1114","10.1093/biomet/asq001",2010,"Mean loglikelihood and higher-order approximations",1
"1115","10.1093/biomet/asp072",2010,"Estimation of the retransformed conditional mean in health care cost studies",1
"1116","10.1093/biomet/asp082",2010,"A semiparametric random effects model for multivariate competing risks data",0
"1117","10.1093/biomet/asp065",2010,"Stochastic approximation with virtual observations for dose-finding on discrete levels",0
"1118","10.1093/biomet/asp077",2010,"On the use of stochastic ordering to test for trend with clustered binary data",0
"1119","10.1093/biomet/asp068",2010,"Marginal analyses of longitudinal data with an informative pattern of observations",0
"1120","10.1093/biomet/asp069",2010,"Functional quadratic regression",0
"1121","10.1093/biomet/asp078",2010,"Cross-covariance functions for multivariate random fields based on latent dimensions",5
"1122","10.1093/biomet/asq037",2010,"Marginal log-linear parameterization of conditional independence models",0
"1123","10.1093/biomet/asq041",2010,"Parameter redundancy with covariates",0
"1124","10.1093/biomet/asq049",2010,"A note on overadjustment in inverse probability weighted estimation",0
"1125","10.1093/biomet/asq054",2010,"On the equivalence of prospective and retrospective likelihood methods in case-control studies",0
"1126","10.1093/biomet/asq024",2010,"Some insights into continuum regression and its asymptotic properties",0
"1127","10.1093/biomet/asq047",2010,"On the {V}oronoi estimator for the intensity of an inhomogeneous planar {P}oisson process",0
"1128","10.1093/biomet/asq032",2010,"Varying coefficient transformation models with censored data",0
"1129","10.1093/biomet/asq051",2010,"Probability-based {L}atin hypercube designs for slid-rectangular regions",1
"1130","10.1093/biomet/asq046",2010,"Enhancing the sample average approximation method with {$U$} designs",0
"1131","10.1093/biomet/asq055",2010,"Compound optimal allocation for individual and collective ethics in binary clinical trials",0
"1132","10.1093/biomet/asq053",2010,"Estimation of controlled direct effects on a dichotomous outcome using logistic structural direct effect models",0
"1133","10.1093/biomet/asq057",2010,"Penalized high-dimensional empirical likelihood",1
"1134","10.1093/biomet/asq061",2010,"Consistent selection of the number of clusters via crossvalidation",0
"1135","10.1093/biomet/asq045",2010,"Bootstrap confidence intervals and hypothesis tests for extrema of parameters",0
"1136","10.1093/biomet/asq043",2010,"A weighted estimating equation approach for inhomogeneous spatial point processes",0
"1137","10.1093/biomet/asq044",2010,"Nonparametric {B}ayesian density estimation on manifolds with applications to planar shapes",0
"1138","10.1093/biomet/asq050",2010,"Censored quantile regression with partially functional effects",0
"1139","10.1093/biomet/asq048",2010,"Noncrossing quantile regression curve estimation",0
"1140","10.1093/biomet/asq058",2010,"Most-predictive design points for functional data predictors",1
"1141","10.1093/biomet/asq056",2010,"Additive modelling of functional gradients",0
"1142","10.1093/biomet/asq042",2010,"On the behaviour of marginal and conditional {AIC} in linear mixed models",0
"1143","10.1093/biomet/asq034",2010,"Strictly stationary solutions of autoregressive moving average equations",0
"1144","10.1093/biomet/asq028",2010,"Empirical likelihood methods for two-dimensional shape analysis",0
"1145","10.1093/biomet/asq021",2010,"Properties of nested sampling",0
"1146","10.1093/biomet/asq026",2010,"Estimating species richness by a {P}oisson-compound gamma model",0
"1147","10.1093/biomet/asq023",2010,"Attributable fraction functions for censored event times",0
"1148","10.1093/biomet/asq039",2010,"A semiparametric additive rate model for recurrent events with an informative terminal event",0
"1149","10.1093/biomet/asq036",2010,"Analysis of cohort studies with multivariate and partially observed disease classification data",0
"1150","10.1093/biomet/asq035",2010,"Bounded, efficient and doubly robust estimation with inverse weighting",1
"1151","10.1093/biomet/asq030",2010,"Sufficient cause interactions for categorical and ordinal exposures with three levels",1
"1152","10.1093/biomet/asq025",2010,"Detecting simultaneous changepoints in multiple sequences",2
"1153","10.1093/biomet/asq040",2010,"Accurate and robust tests for indirect inference",0
"1154","10.1093/biomet/asq031",2010,"On the asymptotic behaviour of the pseudolikelihood ratio test statistic with boundary problems",0
"1155","10.1093/biomet/asq029",2010,"A class of grouped {B}runk estimators and penalized spline estimators for monotone regression",0
"1156","10.1093/biomet/asq027",2010,"Shape curves and geodesic modelling",2
"1157","10.1093/biomet/asq033",2010,"Penalized {B}regman divergence for large-dimensional regression and classification",1
"1158","10.1093/biomet/asq022",2010,"A new approach to {C}holesky-based covariance regularization in high dimensions",3
"1159","10.1093/biomet/asq038",2010,"Penalized likelihood methods for estimation of sparse high-dimensional directed acyclic graphs",0
"1160","10.1093/biomet/asq020",2010,"Optimal designs for the emax, log-linear and exponential models",0
"1161","10.1093/biomet/asq002",2010,"Objective {B}ayes and conditional inference in exponential families",1
"1162","10.1093/biomet/asq015",2010,"Likelihood ratio statistics based on an integrated likelihood",0
"1163","10.1093/biomet/asq013",2010,"A sequential smoothing algorithm with linear computational cost",0
"1164","10.1093/biomet/asq007",2010,"Estimating linear dependence between nonstationary time series using the locally stationary wavelet model",1
"1165","10.1093/biomet/asq003",2010,"Interval estimation for drop-the-losers designs",1
"1166","10.1093/biomet/asq005",2010,"Semiparametric dimension reduction estimation for mean response with missing data",0
"1167","10.1093/biomet/asq016",2010,"Dimension reduction for non-elliptically distributed predictors: second-order methods",1
"1168","10.1093/biomet/asq008",2010,"Variable selection in high-dimensional linear models: partially faithful distributions and the {PC}-simple algorithm",0
"1169","10.1093/biomet/asp070",2010,"Forecasting for quantile self-exciting threshold autoregressive time series models",0
"1170","10.1093/biomet/asp080",2010,"On {B}ayesian testimation and its application to wavelet thresholding",0
"1171","10.1093/biomet/asp076",2010,"Sharp bounds on causal effects in case-control and cohort studies",0
"1172","10.1093/biomet/asp073",2010,"Generalized empirical likelihood methods for analyzing longitudinal data",0
"1173","10.1093/biomet/asp081",2010,"Incorporating prior probabilities into high-dimensional classifiers",0
"1174","10.1093/biomet/asp067",2010,"Systematic sampling with errors in sample locations",2
"1175","10.1093/biomet/asp054",2009,"A note on a conjectured sharpness principle for probabilistic forecasting with calibration",0
"1176","10.1093/biomet/asp048",2009,"A note on adaptive {B}onferroni and {H}olm procedures under dependence",0
"1177","10.1093/biomet/asp060",2009,"A note on automatic variable selection using smooth-threshold estimating equations",0
"1178","10.1093/biomet/asp043",2009,"A note on the variance of doubly-robust {G}-estimators",0
"1179","10.1093/biomet/asp040",2009,"Semiparametric methods for evaluating risk prediction markers in case-control studies",2
"1180","10.1093/biomet/asp052",2009,"Adaptive approximate {B}ayesian computation",5
"1181","10.1093/biomet/asp056",2009,"Maximum likelihood estimation using composite likelihoods for closed exponential families",0
"1182","10.1093/biomet/asp045",2009,"Nested {L}atin hypercube designs",3
"1183","10.1093/biomet/asp044",2009,"Sliced space-filling designs",2
"1184","10.1093/biomet/asp041",2009,"A unified approach to linearization variance estimation from survey data after imputation for item nonresponse",3
"1185","10.1093/biomet/asp063",2009,"Tests and confidence intervals for secondary endpoints in sequential clinical trials",0
"1186","10.1093/biomet/asp059",2009,"Marginal hazards model for case-cohort studies with multiple disease outcomes",0
"1187","10.1093/biomet/asp064",2009,"Nonparametric estimation for right-censored length-biased data: a pseudo-partial likelihood approach",1
"1188","10.1093/biomet/asp046",2009,"Nonparametric estimation of the probability of illness in the illness-death model under cross-sectional sampling",0
"1189","10.1093/biomet/asp050",2009,"Generalized fiducial inference for wavelet regression",0
"1190","10.1093/biomet/asp031",2009,"A {S}tudent {$t$}-mixture autoregressive model with applications to heavy-tailed financial data",0
"1191","10.1093/biomet/asp033",2009,"Improving efficiency and robustness of the doubly robust estimator for a population mean with incomplete data",4
"1192","10.1093/biomet/asp039",2009,"Use of functionals in linearization and composite estimation with application to two-sample survey data",0
"1193","10.1093/biomet/asp034",2009,"Optimal repeated measurement designs for a model with partial interactions",0
"1194","10.1093/biomet/asp028",2009,"Gaussian process emulation of dynamic computer codes",0
"1195","10.1093/biomet/asp027",2009,"Pseudo-partial likelihood estimators for the {C}ox regression model with missing covariates",1
"1196","10.1093/biomet/asp026",2009,"Pseudo-partial likelihood for proportional hazards models with biased-sampling data",4
"1197","10.1093/biomet/asp032",2009,"Weighted {B}reslow-type and maximum likelihood estimation in semiparametric transformation models",1
"1198","10.1093/biomet/asp025",2009,"Induced smoothing for the semiparametric accelerated failure time model: asymptotics and extensions to clustered data",0
"1199","10.1093/biomet/asp030",2009,"Improving point and interval estimators of monotone functions by rearrangement",2
"1200","10.1093/biomet/asp024",2009,"Empirical {B}ayes estimation for additive hazards regression models",1
"1201","10.1093/biomet/asp017",2009,"Objective {B}ayesian model selection in {G}aussian graphical models",2
"1202","10.1093/biomet/asp009",2009,"Dimension reduction in time series and the dynamic factor model",0
"1203","10.1093/biomet/asp022",2009,"Saddlepoint approximation for mixture models",1
"1204","10.1093/biomet/asp007",2009,"Scale adjustments for classifiers in high-dimensional, low sample size settings",2
"1205","10.1093/biomet/asp010",2009,"Marginal analysis of panel counts through estimating functions",0
"1206","10.1093/biomet/asp018",2009,"Double block bootstrap confidence intervals for dependent data",0
